Importance	Ngram	Frequency in Sex Columns	Frequency in Non Sex Columns
6749	6p#	0.0	0.0
6750	d9a	0.0	0.0
6751	d95	0.0	9.681479330041631e-05
6752	d9_	0.0	0.001549036692806661
6753	6pa	0.0	0.0
6754	6p_	0.0	0.0002904443799012489
6755	6p]	0.0	0.0
6756	6p9	0.0	0.0
6757	d96	0.0	9.681479330041631e-05
6758	d97	0.0	9.681479330041631e-05
6759	6p8	0.0	0.0
6760	6p7	0.0	0.0
6761	6p6	0.0	0.0
6762	6p5	0.0	0.0
6763	6p4	0.0	0.0
6764	d98	0.0	9.681479330041631e-05
6765	6p3	0.0	0.0
6766	6p2	0.0	0.0
6767	6p1	0.0	0.0
6768	d99	0.0	9.681479330041631e-05
6769	d9:	0.0	0.0
6770	6p0	0.0	0.0
6771	6p-	0.0	0.0
6772	d9;	0.0	0.0
6773	d9]	0.0	0.0
6774	6ct	0.0	9.681479330041631e-05
6775	6cs	0.0	0.0
6776	6cr	0.0	0.0
6777	63o	0.0	0.0
6778	63y	0.0	0.0
6779	63x	0.0	0.0
6780	63w	0.0	0.0
6781	63v	0.0	0.0
6782	63u	0.0	0.0
6783	63t	0.0	9.681479330041631e-05
6784	63s	0.0	0.0
6785	63r	0.0	9.681479330041631e-05
6786	63q	0.0	0.0
6787	63p	0.0	0.0
6788	63n	0.0	9.681479330041631e-05
6789	6cp	0.0	0.0
6790	63m	0.0	0.0002904443799012489
6791	63l	0.0	9.681479330041631e-05
6792	63k	0.0	0.0
6793	63i	0.0	0.0
6794	63h	0.0	0.0
6795	63g	0.0	0.0
6796	63f	0.0	9.681479330041631e-05
6797	63e	0.0	0.0002904443799012489
6798	63d	0.0	0.00019362958660083262
6799	63c	0.0	0.0
6800	63z	0.0	0.0
6801	64(	0.0	0.0
6802	64)	0.0	0.0
6803	64+	0.0	9.681479330041631e-05
6804	64d	0.0	0.0
6805	64c	0.0	0.0
6806	64b	0.0	0.0002904443799012489
6807	64a	0.0	0.00019362958660083262
6808	dd9	0.0	0.0
6809	64]	0.0	0.00038725917320166524
6810	64[	0.0	9.681479330041631e-05
6811	64;	0.0	0.0
6812	64:	0.0	0.0
6813	649	0.0	0.0025171846258108237
6814	648	0.0	0.0018394810727079098
6815	647	0.0	0.0020331106593087424
6816	646	0.0	0.0020331106593087424
6817	645	0.0	0.001936295866008326
6818	644	0.0	0.002129925452609159
6819	643	0.0	0.0016458514861070772
6820	642	0.0	0.0024203698325104077
6821	641	0.0	0.002226740245909575
6822	640	0.0	0.00261399941911124
6823	64/	0.0	0.0
6824	64-	0.0	0.0004840739665020815
6825	63b	0.0	0.00019362958660083262
6826	63a	0.0	0.0
6827	dd_	0.0	0.0011617775196049957
6828	ddc	0.0	9.681479330041631e-05
6829	62u	0.0	0.0
6830	62t	0.0	0.0
6831	ddd	0.0	0.0
6832	62s	0.0	0.00019362958660083262
6833	62r	0.0	9.681479330041631e-05
6834	ddf	0.0	0.0
6835	ddg	0.0	0.0
6836	62q	0.0	0.0
6837	62p	0.0	0.0
6838	62o	0.0	0.0
6839	ddh	0.0	0.0
6840	ddk	0.0	0.0
6841	ddl	0.0	0.0002904443799012489
6842	ddm	0.0	0.0
6843	ddn	0.0	0.0
6844	62n	0.0	0.0
6845	62m	0.0	9.681479330041631e-05
6846	62l	0.0	9.681479330041631e-05
6847	62k	0.0	0.0
6848	62j	0.0	0.0
6849	62i	0.0	0.0
6850	62v	0.0	0.0
6851	62w	0.0	0.0
6852	63]	0.0	0.0004840739665020815
6853	62x	0.0	0.0
6854	63;	0.0	0.0
6855	63:	0.0	0.0
6856	638	0.0	0.002129925452609159
6857	637	0.0	0.0027108142124116566
6858	636	0.0	0.002129925452609159
6859	635	0.0	0.0016458514861070772
6860	634	0.0	0.002226740245909575
6861	633	0.0	0.0017426662794074934
6862	632	0.0	0.001936295866008326
6863	631	0.0	0.001936295866008326
6864	dda	0.0	0.0
6865	63/	0.0	0.0
6866	63-	0.0	0.000968147933004163
6867	63+	0.0	9.681479330041631e-05
6868	63)	0.0	0.0
6869	63(	0.0	0.0
6870	63%	0.0	0.0
6871	63#	0.0	0.0
6872	62z	0.0	0.0
6873	62y	0.0	0.00019362958660083262
6874	ddb	0.0	9.681479330041631e-05
6875	64e	0.0	0.0
6876	64f	0.0	9.681479330041631e-05
6877	dd8	0.0	0.0
6878	661	0.0	0.0016458514861070772
6879	66/	0.0	9.681479330041631e-05
6880	66-	0.0	0.0005808887598024978
6881	66+	0.0	9.681479330041631e-05
6882	66)	0.0	0.0
6883	66(	0.0	0.0
6884	65y	0.0	0.00019362958660083262
6885	65x	0.0	9.681479330041631e-05
6886	65w	0.0	0.0
6887	65v	0.0	0.0
6888	65u	0.0	0.0
6889	65t	0.0	9.681479330041631e-05
6890	65s	0.0	0.0
6891	65r	0.0	0.0
6892	65q	0.0	0.0
6893	65p	0.0	0.0
6894	65o	0.0	0.0
6895	65n	0.0	0.00019362958660083262
6896	65m	0.0	0.00019362958660083262
6897	65l	0.0	9.681479330041631e-05
6898	65k	0.0	0.0
6899	65j	0.0	0.0
6900	660	0.0	0.0016458514861070772
6901	662	0.0	0.0018394810727079098
6902	65h	0.0	0.0
6903	dd1	0.0	9.681479330041631e-05
6904	66g	0.0	0.0
6905	66f	0.0	0.00019362958660083262
6906	66e	0.0	0.0
6907	66d	0.0	9.681479330041631e-05
6908	66c	0.0	0.0
6909	66b	0.0	0.0002904443799012489
6910	66a	0.0	9.681479330041631e-05
6911	dd)	0.0	9.681479330041631e-05
6912	66]	0.0	0.0002904443799012489
6913	66[	0.0	9.681479330041631e-05
6914	66;	0.0	0.0
6915	66:	0.0	0.0
6916	669	0.0	0.0014522218995062445
6917	668	0.0	0.001936295866008326
6918	667	0.0	0.0017426662794074934
6919	666	0.0	0.001936295866008326
6920	dd-	0.0	9.681479330041631e-05
6921	dd0	0.0	9.681479330041631e-05
6922	665	0.0	0.001549036692806661
6923	664	0.0	0.0018394810727079098
6924	663	0.0	0.0014522218995062445
6925	65i	0.0	0.0
6926	65g	0.0	0.0
6927	64g	0.0	0.0
6928	65'	0.0	0.0
6929	64y	0.0	9.681479330041631e-05
6930	64x	0.0	0.0
6931	64w	0.0	0.0
6932	dd5	0.0	0.0
6933	64v	0.0	0.0
6934	64u	0.0	0.0
6935	64t	0.0	9.681479330041631e-05
6936	dd6	0.0	0.0
6937	64s	0.0	0.0
6938	64r	0.0	9.681479330041631e-05
6939	64q	0.0	0.0
6940	64p	0.0	0.0
6941	64o	0.0	0.0
6942	64n	0.0	0.0002904443799012489
6943	64m	0.0	0.0
6944	64l	0.0	9.681479330041631e-05
6945	64k	0.0	0.00019362958660083262
6946	dd7	0.0	0.0
6947	64j	0.0	0.0
6948	64i	0.0	0.0
6949	64h	0.0	0.0
6950	64z	0.0	0.0
6951	65(	0.0	0.0
6952	65f	0.0	0.0
6953	65)	0.0	9.681479330041631e-05
6954	65e	0.0	0.0
6955	65d	0.0	9.681479330041631e-05
6956	65c	0.0	0.0
6957	65b	0.0	0.0
6958	65a	0.0	0.0
6959	dd2	0.0	0.00019362958660083262
6960	65]	0.0	0.0004840739665020815
6961	dd3	0.0	0.0
6962	65;	0.0	0.0
6963	65:	0.0	0.0
6964	659	0.0	0.001549036692806661
6965	658	0.0	0.0014522218995062445
6966	657	0.0	0.001936295866008326
6967	656	0.0	0.0018394810727079098
6968	655	0.0	0.001549036692806661
6969	654	0.0	0.0018394810727079098
6970	653	0.0	0.002226740245909575
6971	652	0.0	0.0018394810727079098
6972	651	0.0	0.002226740245909575
6973	65/	0.0	0.0
6974	dd4	0.0	9.681479330041631e-05
6975	62h	0.0	0.0
6976	62g	0.0	0.0
6977	62f	0.0	9.681479330041631e-05
6978	60%	0.0	0.00019362958660083262
6979	6/x	0.0	0.0
6980	6/w	0.0	0.0
6981	6/u	0.0	9.681479330041631e-05
6982	de/	0.0	0.0
6983	6/t	0.0	0.0
6984	6/s	0.0	0.0
6985	de0	0.0	9.681479330041631e-05
6986	de1	0.0	9.681479330041631e-05
6987	de2	0.0	0.0
6988	6/r	0.0	0.0
6989	de3	0.0	0.0
6990	6/p	0.0	0.0
6991	de4	0.0	0.0
6992	6/o	0.0	0.0
6993	6/n	0.0	0.0
6994	6/m	0.0	9.681479330041631e-05
6995	6/l	0.0	0.0
6996	6/k	0.0	0.0
6997	6/j	0.0	0.0
6998	de5	0.0	0.0
6999	6/i	0.0	0.0
7000	60#	0.0	0.0
7001	60(	0.0	9.681479330041631e-05
7002	6/f	0.0	0.0
7003	60)	0.0	9.681479330041631e-05
7004	60d	0.0	9.681479330041631e-05
7005	60c	0.0	0.0
7006	60b	0.0	0.0002904443799012489
7007	60a	0.0	0.0004840739665020815
7008	de+	0.0	0.0
7009	de-	0.0	0.0002904443799012489
7010	60;	0.0	0.0
7011	60:	0.0	0.0
7012	609	0.0	0.0017426662794074934
7013	608	0.0	0.001936295866008326
7014	607	0.0	0.0020331106593087424
7015	606	0.0	0.0020331106593087424
7016	605	0.0	0.0017426662794074934
7017	604	0.0	0.0017426662794074934
7018	603	0.0	0.0023235550392099913
7019	602	0.0	0.002226740245909575
7020	601	0.0	0.0030012585923129055
7021	600	0.0	0.0023235550392099913
7022	60/	0.0	0.00038725917320166524
7023	60-	0.0	0.0008713331397037467
7024	60+	0.0	0.0
7025	6/h	0.0	0.0
7026	6/e	0.0	9.681479330041631e-05
7027	60f	0.0	9.681479330041631e-05
7028	6-v	0.0	0.0
7029	de]	0.0	0.0
7030	6-u	0.0	9.681479330041631e-05
7031	6-t	0.0	0.0
7032	6-s	0.0	0.0002904443799012489
7033	deb	0.0	0.0
7034	dee	0.0	0.0
7035	6-q	0.0	0.0
7036	6-p	0.0	0.0005808887598024978
7037	6-o	0.0	0.0004840739665020815
7038	6-n	0.0	0.0005808887598024978
7039	def	0.0	0.0010649627263045794
7040	6-m	0.0	0.0005808887598024978
7041	6-l	0.0	0.0002904443799012489
7042	deg	0.0	0.0007745183464033305
7043	deh	0.0	9.681479330041631e-05
7044	6-k	0.0	9.681479330041631e-05
7045	6-j	0.0	0.0
7046	6-i	0.0	9.681479330041631e-05
7047	6-h	0.0	0.0005808887598024978
7048	6-g	0.0	0.0004840739665020815
7049	6-f	0.0	9.681479330041631e-05
7050	de;	0.0	0.0
7051	6-w	0.0	0.0004840739665020815
7052	6/d	0.0	0.0
7053	de:	0.0	0.0
7054	6/c	0.0	0.0
7055	6/a	0.0	0.0
7056	6/_	0.0	0.0
7057	6/9	0.0	0.0
7058	6/8	0.0	0.0
7059	6/7	0.0	0.0
7060	6/6	0.0	0.0
7061	6/5	0.0	0.0
7062	de6	0.0	0.0
7063	6/4	0.0	0.0
7064	de7	0.0	0.0
7065	6/3	0.0	0.0
7066	6/2	0.0	9.681479330041631e-05
7067	6/1	0.0	9.681479330041631e-05
7068	6/0	0.0	0.0
7069	6-δ	0.0	0.0
7070	6-z	0.0	0.0
7071	6-y	0.0	0.00038725917320166524
7072	6-x	0.0	0.0
7073	de8	0.0	0.0
7074	de9	0.0	0.0
7075	60e	0.0	0.0
7076	60g	0.0	0.0
7077	62e	0.0	0.0
7078	62-	0.0	0.0006777035531029141
7079	62)	0.0	9.681479330041631e-05
7080	62#	0.0	0.0
7081	61™	0.0	0.0
7082	61â	0.0	0.0
7083	61z	0.0	0.0
7084	61y	0.0	0.0
7085	61x	0.0	0.0
7086	61w	0.0	0.0
7087	61v	0.0	0.0
7088	61u	0.0	0.0
7089	61t	0.0	0.0
7090	61s	0.0	9.681479330041631e-05
7091	61r	0.0	9.681479330041631e-05
7092	61q	0.0	0.0
7093	61p	0.0	0.0
7094	61o	0.0	0.0
7095	61n	0.0	9.681479330041631e-05
7096	61m	0.0	0.0
7097	61l	0.0	0.0
7098	61k	0.0	0.0
7099	61j	0.0	0.0
7100	62+	0.0	0.0
7101	62/	0.0	0.0
7102	61h	0.0	0.0
7103	ddt	0.0	9.681479330041631e-05
7104	62d	0.0	0.0
7105	62c	0.0	9.681479330041631e-05
7106	62b	0.0	0.00019362958660083262
7107	62a	0.0	0.0002904443799012489
7108	ddo	0.0	0.0
7109	62]	0.0	0.00038725917320166524
7110	62[	0.0	9.681479330041631e-05
7111	62;	0.0	0.0
7112	ddp	0.0	9.681479330041631e-05
7113	62:	0.0	0.0
7114	629	0.0	0.001549036692806661
7115	628	0.0	0.002226740245909575
7116	dds	0.0	0.0
7117	627	0.0	0.0023235550392099913
7118	626	0.0	0.001936295866008326
7119	625	0.0	0.002226740245909575
7120	624	0.0	0.0017426662794074934
7121	623	0.0	0.0018394810727079098
7122	622	0.0	0.0020331106593087424
7123	621	0.0	0.0020331106593087424
7124	620	0.0	0.0030012585923129055
7125	61i	0.0	0.0
7126	61g	0.0	0.0
7127	60h	0.0	9.681479330041631e-05
7128	61(	0.0	0.0
7129	60—	0.0	0.0
7130	60z	0.0	0.0
7131	60y	0.0	9.681479330041631e-05
7132	60x	0.0	0.0
7133	60w	0.0	0.0
7134	60v	0.0	0.0
7135	60u	0.0	0.0
7136	60t	0.0	9.681479330041631e-05
7137	de(	0.0	0.0
7138	60s	0.0	0.0002904443799012489
7139	60r	0.0	0.0
7140	60q	0.0	0.0
7141	60p	0.0	0.0
7142	60o	0.0	0.0
7143	60n	0.0	9.681479330041631e-05
7144	de)	0.0	0.0
7145	60m	0.0	0.0
7146	60l	0.0	0.0
7147	60k	0.0	0.0
7148	60j	0.0	0.0
7149	60i	0.0	0.0
7150	61#	0.0	0.0
7151	61)	0.0	0.0002904443799012489
7152	61f	0.0	9.681479330041631e-05
7153	ddy	0.0	0.0
7154	61e	0.0	0.0
7155	ddu	0.0	0.0
7156	61d	0.0	9.681479330041631e-05
7157	61c	0.0	0.0
7158	61b	0.0	9.681479330041631e-05
7159	61a	0.0	9.681479330041631e-05
7160	ddv	0.0	0.0
7161	61]	0.0	0.0004840739665020815
7162	61;	0.0	0.0
7163	61:	0.0	0.0
7164	619	0.0	0.0020331106593087424
7165	617	0.0	0.0023235550392099913
7166	616	0.0	0.0023235550392099913
7167	615	0.0	0.0025171846258108237
7168	614	0.0	0.002129925452609159
7169	613	0.0	0.0018394810727079098
7170	612	0.0	0.0025171846258108237
7171	611	0.0	0.002129925452609159
7172	61/	0.0	0.0
7173	61-	0.0	0.0007745183464033305
7174	61+	0.0	0.0
7175	66h	0.0	0.0
7176	66i	0.0	0.0
7177	66k	0.0	0.0
7178	6a(	0.0	0.0
7179	6a#	0.0	0.0
7180	6_μ	0.0	0.0
7181	6_µ	0.0	0.0
7182	6_ 	0.0	9.681479330041631e-05
7183	6_~	0.0	0.0
7184	6_|	0.0	0.0
7185	6_z	0.0	9.681479330041631e-05
7186	6_y	0.0	0.0006777035531029141
7187	6_x	0.0	0.00019362958660083262
7188	6_w	0.0	0.0012585923129054119
7189	6_v	0.0	0.0005808887598024978
7190	6_u	0.0	0.0007745183464033305
7191	dbr	0.0	0.0004840739665020815
7192	dbs	0.0	9.681479330041631e-05
7193	6_q	0.0	9.681479330041631e-05
7194	6_p	0.0	0.004066221318617485
7195	dbt	0.0	9.681479330041631e-05
7196	6_n	0.0	0.0025171846258108237
7197	6_m	0.0	0.0025171846258108237
7198	6_l	0.0	0.0023235550392099913
7199	6_k	0.0	0.0010649627263045794
7200	6a&	0.0	0.0
7201	6a)	0.0	0.0
7202	6_i	0.0	0.0012585923129054119
7203	dbp	0.0	0.00038725917320166524
7204	6a_	0.0	0.0018394810727079098
7205	6a]	0.0	9.681479330041631e-05
7206	6a:	0.0	0.0
7207	6a9	0.0	0.0
7208	dbk	0.0	0.0
7209	dbl	0.0	9.681479330041631e-05
7210	6a8	0.0	0.0
7211	6a7	0.0	0.0
7212	6a6	0.0	0.0
7213	6a5	0.0	0.0
7214	dbm	0.0	9.681479330041631e-05
7215	dbn	0.0	0.0
7216	6a4	0.0	9.681479330041631e-05
7217	6a3	0.0	0.0
7218	6a2	0.0	9.681479330041631e-05
7219	dbo	0.0	0.0
7220	6a1	0.0	0.0002904443799012489
7221	6a0	0.0	0.0
7222	6a/	0.0	0.0
7223	6a-	0.0	9.681479330041631e-05
7224	6a+	0.0	0.0
7225	6_j	0.0	0.0
7226	6_h	0.0	0.0050343692516216475
7227	6ab	0.0	0.0
7228	dc4	0.0	9.681479330041631e-05
7229	6_6	0.0	0.0004840739665020815
7230	6_5	0.0	0.0004840739665020815
7231	dc5	0.0	0.0
7232	6_4	0.0	0.0012585923129054119
7233	dc6	0.0	9.681479330041631e-05
7234	6_3	0.0	0.0013554071062058283
7235	6_2	0.0	0.002129925452609159
7236	dc7	0.0	0.0
7237	dc8	0.0	0.0
7238	dc9	0.0	0.0
7239	6_1	0.0	0.0024203698325104077
7240	6_0	0.0	0.0004840739665020815
7241	6_/	0.0	0.0
7242	6_-	0.0	0.0002904443799012489
7243	6_+	0.0	0.0
7244	dc;	0.0	0.0
7245	dca	0.0	0.0012585923129054119
7246	dcb	0.0	0.0
7247	dcc	0.0	0.0
7248	6_&	0.0	0.0
7249	6_#	0.0	0.0
7250	6_7	0.0	0.0004840739665020815
7251	6_8	0.0	0.0002904443799012489
7252	6_g	0.0	0.0004840739665020815
7253	dc3	0.0	0.00019362958660083262
7254	6_f	0.0	0.0011617775196049957
7255	dbu	0.0	0.0
7256	6_e	0.0	0.0016458514861070772
7257	dby	0.0	0.0
7258	dbz	0.0	0.0
7259	dc(	0.0	0.0
7260	6_b	0.0	0.00261399941911124
7261	dc)	0.0	0.0
7262	6_a	0.0	0.0027108142124116566
7263	6__	0.0	9.681479330041631e-05
7264	6_[	0.0	0.0014522218995062445
7265	6_?	0.0	0.0
7266	6_=	0.0	0.0
7267	dc+	0.0	0.0
7268	6_;	0.0	0.0
7269	dc-	0.0	0.0002904443799012489
7270	6_:	0.0	0.0
7271	6_9	0.0	0.00019362958660083262
7272	dc0	0.0	0.0002904443799012489
7273	dc1	0.0	0.0005808887598024978
7274	dc2	0.0	0.00038725917320166524
7275	6aa	0.0	0.0002904443799012489
7276	6ac	0.0	0.0
7277	6];	0.0	0.0
7278	6c3	0.0	0.0
7279	6c1	0.0	0.0
7280	6c0	0.0	0.0
7281	6c-	0.0	9.681479330041631e-05
7282	6c&	0.0	0.0
7283	6bz	0.0	0.0
7284	6bx	0.0	0.0
7285	6bw	0.0	9.681479330041631e-05
7286	6bv	0.0	9.681479330041631e-05
7287	6bu	0.0	9.681479330041631e-05
7288	6bt	0.0	9.681479330041631e-05
7289	6bs	0.0	0.0
7290	6br	0.0	0.0004840739665020815
7291	6bp	0.0	0.0
7292	6bl	0.0	0.0
7293	db6	0.0	0.0
7294	6bk	0.0	0.0
7295	6bj	0.0	0.0
7296	6bi	0.0	0.0
7297	6bh	0.0	0.0
7298	db7	0.0	0.0
7299	6bf	0.0	0.0
7300	6c2	0.0	9.681479330041631e-05
7301	6c4	0.0	9.681479330041631e-05
7302	6be	0.0	0.0
7303	6c5	0.0	0.0
7304	6co	0.0	9.681479330041631e-05
7305	6cn	0.0	0.0
7306	6cm	0.0	0.0
7307	6cl	0.0	0.0
7308	6cj	0.0	0.0
7309	6ci	0.0	0.0
7310	6ch	0.0	0.0
7311	6cf	0.0	0.0
7312	6ce	0.0	0.0
7313	6cd	0.0	0.0
7314	6cc	0.0	0.0
7315	6cb	0.0	0.0
7316	6ca	0.0	0.0
7317	db5	0.0	9.681479330041631e-05
7318	6c_	0.0	0.000968147933004163
7319	6c]	0.0	9.681479330041631e-05
7320	6c:	0.0	0.0
7321	6c9	0.0	0.0
7322	6c8	0.0	0.0
7323	6c7	0.0	0.00019362958660083262
7324	6c6	0.0	0.0
7325	db8	0.0	0.0
7326	6bd	0.0	0.0
7327	6ad	0.0	0.0
7328	dbe	0.0	9.681479330041631e-05
7329	6b)	0.0	0.0002904443799012489
7330	6ay	0.0	0.0
7331	dbf	0.0	9.681479330041631e-05
7332	6ax	0.0	0.0
7333	dbi	0.0	0.0
7334	6av	0.0	0.0
7335	6au	0.0	9.681479330041631e-05
7336	6at	0.0	0.0
7337	6as	0.0	0.0
7338	6ar	0.0	0.0
7339	6aq	0.0	0.0
7340	6ap	0.0	0.0
7341	dbj	0.0	0.0
7342	6an	0.0	0.0
7343	6am	0.0	0.00019362958660083262
7344	6al	0.0	0.0
7345	6ak	0.0	0.0
7346	6ai	0.0	0.0
7347	6ag	0.0	0.0
7348	6af	0.0	0.0
7349	6ae	0.0	0.0
7350	6b+	0.0	9.681479330041631e-05
7351	6b-	0.0	0.00019362958660083262
7352	6bc	0.0	0.0
7353	6b0	0.0	0.0
7354	6bb	0.0	9.681479330041631e-05
7355	6ba	0.0	0.0
7356	6b_	0.0	0.0011617775196049957
7357	6b]	0.0	9.681479330041631e-05
7358	6b:	0.0	0.0
7359	6b9	0.0	0.0
7360	db9	0.0	0.0
7361	6b8	0.0	0.0
7362	6b7	0.0	0.0
7363	6b6	0.0	0.0
7364	6b5	0.0	0.0
7365	db:	0.0	0.0
7366	db_	0.0	0.0007745183464033305
7367	6b4	0.0	9.681479330041631e-05
7368	dba	0.0	0.00038725917320166524
7369	6b3	0.0	0.0
7370	dbb	0.0	0.0
7371	dbc	0.0	0.00019362958660083262
7372	6b2	0.0	9.681479330041631e-05
7373	dbd	0.0	9.681479330041631e-05
7374	6b1	0.0	0.00019362958660083262
7375	6]_	0.0	0.0028076290057120726
7376	dcd	0.0	0.0
7377	66l	0.0	9.681479330041631e-05
7378	684	0.0	0.0012585923129054119
7379	682	0.0	0.002129925452609159
7380	681	0.0	0.0013554071062058283
7381	dcr	0.0	9.681479330041631e-05
7382	dcs	0.0	0.0005808887598024978
7383	680	0.0	0.0016458514861070772
7384	dct	0.0	0.0002904443799012489
7385	68/	0.0	0.0
7386	68-	0.0	0.0006777035531029141
7387	68+	0.0	9.681479330041631e-05
7388	68)	0.0	0.0
7389	67z	0.0	0.0
7390	67y	0.0	0.0
7391	67x	0.0	0.0
7392	dcu	0.0	0.0
7393	dcv	0.0	0.00019362958660083262
7394	67w	0.0	0.0
7395	67v	0.0	0.0
7396	67u	0.0	0.0
7397	67t	0.0	0.0
7398	67s	0.0	0.0
7399	dcx	0.0	0.0
7400	683	0.0	0.0020331106593087424
7401	685	0.0	0.0017426662794074934
7402	67q	0.0	0.0
7403	686	0.0	0.001549036692806661
7404	68o	0.0	0.0
7405	68n	0.0	0.0002904443799012489
7406	68m	0.0	0.0
7407	68l	0.0	9.681479330041631e-05
7408	68k	0.0	0.0
7409	68j	0.0	0.0
7410	68i	0.0	0.0
7411	68h	0.0	0.00019362958660083262
7412	68g	0.0	0.0
7413	68f	0.0	9.681479330041631e-05
7414	68e	0.0	9.681479330041631e-05
7415	68d	0.0	9.681479330041631e-05
7416	68c	0.0	0.0002904443799012489
7417	68b	0.0	9.681479330041631e-05
7418	68a	0.0	0.0
7419	dcp	0.0	0.0
7420	68]	0.0	0.0002904443799012489
7421	68;	0.0	0.0
7422	68:	0.0	0.0
7423	688	0.0	0.002129925452609159
7424	687	0.0	0.00261399941911124
7425	67r	0.0	0.0
7426	67p	0.0	9.681479330041631e-05
7427	68r	0.0	0.0
7428	673	0.0	0.002226740245909575
7429	671	0.0	0.0011617775196049957
7430	dd(	0.0	0.0
7431	67/	0.0	0.0
7432	67-	0.0	0.0006777035531029141
7433	67)	0.0	0.00019362958660083262
7434	67%	0.0	0.0
7435	66⍺	0.0	9.681479330041631e-05
7436	66z	0.0	0.0
7437	66y	0.0	0.00019362958660083262
7438	66x	0.0	0.0
7439	66w	0.0	0.0
7440	66v	0.0	0.0
7441	66u	0.0	0.0
7442	66t	0.0	9.681479330041631e-05
7443	66s	0.0	0.0
7444	66r	0.0	0.0
7445	66q	0.0	0.0
7446	66p	0.0	0.0
7447	66o	0.0	0.0
7448	66n	0.0	0.00019362958660083262
7449	66m	0.0	0.0
7450	672	0.0	0.001549036692806661
7451	674	0.0	0.0018394810727079098
7452	67o	0.0	0.0
7453	675	0.0	0.0017426662794074934
7454	67m	0.0	0.00019362958660083262
7455	67l	0.0	0.00019362958660083262
7456	67k	0.0	0.0
7457	67j	0.0	0.0
7458	67i	0.0	0.0
7459	67h	0.0	0.0
7460	67g	0.0	0.0
7461	67f	0.0	0.0
7462	67e	0.0	0.0
7463	67d	0.0	0.0
7464	67c	0.0	9.681479330041631e-05
7465	67b	0.0	9.681479330041631e-05
7466	67a	0.0	0.00019362958660083262
7467	dcy	0.0	0.0
7468	67]	0.0	0.00019362958660083262
7469	67;	0.0	0.0
7470	67:	0.0	0.0
7471	679	0.0	0.0018394810727079098
7472	678	0.0	0.0012585923129054119
7473	677	0.0	0.0013554071062058283
7474	676	0.0	0.0018394810727079098
7475	68p	0.0	9.681479330041631e-05
7476	68s	0.0	0.0
7477	6]:	0.0	0.0
7478	6:m	0.0	0.0
7479	6:d	0.0	0.0
7480	6:_	0.0	0.0
7481	6:5	0.0	0.0
7482	6:4	0.0	0.0
7483	6:3	0.0	0.0
7484	6:2	0.0	0.0
7485	6:1	0.0	0.0
7486	6:0	0.0	0.0
7487	6:-	0.0	0.0
7488	6:+	0.0	0.0
7489	69™	0.0	0.0
7490	69δ	0.0	9.681479330041631e-05
7491	69z	0.0	0.0
7492	69y	0.0	0.0
7493	69x	0.0	0.0
7494	dcg	0.0	0.0
7495	dch	0.0	0.0
7496	dci	0.0	0.0002904443799012489
7497	69w	0.0	0.0
7498	69v	0.0	9.681479330041631e-05
7499	69u	0.0	0.0
7500	6:g	0.0	0.0
7501	6:n	0.0	0.0
7502	69s	0.0	0.0
7503	6:s	0.0	0.0
7504	6]/	0.0	0.0
7505	6]+	0.0	0.0
7506	6[s	0.0	9.681479330041631e-05
7507	6[5	0.0	0.0
7508	dce	0.0	0.0
7509	6@s	0.0	0.0
7510	6@2	0.0	0.0
7511	6??	0.0	0.0
7512	6?)	0.0	0.0
7513	dcf	0.0	0.0
7514	6=s	0.0	0.0
7515	6=1	0.0	0.0
7516	6;q	0.0	0.0
7517	6;p	0.0	0.0
7518	6;e	0.0	0.0
7519	6;_	0.0	0.0
7520	6;9	0.0	0.0
7521	6;7	0.0	0.0
7522	6;1	0.0	0.0
7523	6:w	0.0	0.0
7524	6:t	0.0	0.0
7525	69t	0.0	9.681479330041631e-05
7526	69r	0.0	9.681479330041631e-05
7527	68t	0.0	0.0
7528	698	0.0	0.0020331106593087424
7529	696	0.0	0.001936295866008326
7530	695	0.0	0.0013554071062058283
7531	694	0.0	0.0018394810727079098
7532	693	0.0	0.0011617775196049957
7533	692	0.0	0.0018394810727079098
7534	691	0.0	0.0016458514861070772
7535	690	0.0	0.001549036692806661
7536	69/	0.0	0.0
7537	69-	0.0	0.0005808887598024978
7538	69+	0.0	0.0
7539	69)	0.0	9.681479330041631e-05
7540	69(	0.0	0.0
7541	68™	0.0	0.0
7542	68â	0.0	0.0
7543	68z	0.0	0.0
7544	68y	0.0	0.0
7545	68x	0.0	0.0
7546	68w	0.0	0.0
7547	68v	0.0	0.0
7548	68u	0.0	0.0
7549	dco	0.0	0.00019362958660083262
7550	697	0.0	0.0016458514861070772
7551	699	0.0	0.0017426662794074934
7552	69q	0.0	0.0002904443799012489
7553	69:	0.0	0.0
7554	dck	0.0	0.0008713331397037467
7555	69p	0.0	0.00038725917320166524
7556	69o	0.0	0.0
7557	69n	0.0	0.00019362958660083262
7558	69m	0.0	0.0
7559	69l	0.0	9.681479330041631e-05
7560	69k	0.0	0.0
7561	69i	0.0	0.0
7562	69h	0.0	0.0
7563	69g	0.0	0.0
7564	69f	0.0	9.681479330041631e-05
7565	dcl	0.0	0.0
7566	69e	0.0	0.0
7567	69d	0.0	9.681479330041631e-05
7568	69c	0.0	9.681479330041631e-05
7569	69b	0.0	9.681479330041631e-05
7570	69a	0.0	9.681479330041631e-05
