Importance	Ngram	Frequency in Race Columns	Frequency in Nonrace Columns
1	aud	0.4375	0.00038058991436726926
2	hnk	0.4375	0.0006660323501427212
3	cav	0.4375	0.0012369172216936252
4	tho	0.4375	0.0
5	sib	0.5625	0.0025689819219790674
6	iao	0.5625	0.0056137012369172215
7	itz	0.4375	0.0041864890580399616
8	eti	0.4375	0.003805899143672693
9	rad	0.4791666666666667	0.006565176022835395
10	ucb	0.4375	0.0006660323501427212
11	acf	0.4791666666666667	0.009229305423406279
12	asj	0.5833333333333334	0.005137963843958135
13	ciu	0.4375	0.003330161750713606
14	icj	0.4375	0.0032350142721217887
15	nid	0.4791666666666667	0.01569933396764986
16	afs	0.2708333333333333	0.00038058991436726926
17	tya	0.4375	0.00818268315889629
18	frk	0.2708333333333333	0.00038058991436726926
19	hiu	0.20833333333333334	0.0010466222645099904
20	cat	0.4375	0.0058039961941008565
21	ana	0.6666666666666666	0.06060894386298763
22	cea	0.4791666666666667	0.1752616555661275
23	mes	0.25	0.004376784015223597
24	net	0.08333333333333333	0.005708848715509039
25	whj	0.20833333333333334	0.001141769743101808
26	jar	0.0625	0.00019029495718363463
27	twb	0.020833333333333332	9.514747859181732e-05
28	tea	0.1875	0.055470980019029496
29	icb	0.2916666666666667	0.03529971455756423
30	isq	0.14583333333333334	0.0037107516650808753
31	pao	0.20833333333333334	0.010751665080875357
32	anj	0.14583333333333334	0.0032350142721217887
33	itf	0.20833333333333334	0.004567078972407232
34	hit	0.14583333333333334	0.0025689819219790674
35	spb	0.14583333333333334	0.001141769743101808
36	aaa	0.041666666666666664	0.0021883920076117983
37	eaa	0.020833333333333332	0.0016175071360608943
38	kih	0.020833333333333332	9.514747859181732e-05
39	lau	0.0625	0.02549952426260704
40	-hk	0.0625	0.0012369172216936252
41	akj	0.041666666666666664	0.00019029495718363463
42	esf	0.08333333333333333	0.007231208372978116
43	apb	0.0625	0.0025689819219790674
44	ulb	0.041666666666666664	0.018268315889628926
45	sue	0.020833333333333332	0.0004757373929590866
46	atj	0.08333333333333333	0.07193149381541389
47	acl	0.08333333333333333	0.0020932445290199808
48	nta	0.0	0.11503330161750713
49	amf	0.25	0.17516650808753567
50	ous	0.0	0.1785918173168411
51	lad	0.08333333333333333	0.004947668886774501
52	ota	0.0625	0.009419600380589914
53	rib	0.0	0.017507136060894386
54	cib	0.020833333333333332	0.0020932445290199808
55	ioo	0.0625	0.06983824928639391
56	erk	0.25	0.054519505233111325
57	mea	0.0	0.18705994291151284
58	n-i	0.0625	0.0006660323501427212
59	cka	0.08333333333333333	0.011417697431018078
60	sea	0.08333333333333333	0.03834443387250238
61	cem	0.0	0.27773549000951475
62	igb	0.020833333333333332	0.0016175071360608943
63	som	0.0	0.011037107516650808
64	cam	0.0	0.017982873453853472
65	rid	0.2708333333333333	0.009990485252140819
66	enu	0.0	0.12454804947668886
67	ona	0.08333333333333333	0.08277830637488107
68	ypf	0.0	0.1499524262607041
69	lea	0.020833333333333332	0.25118934348239774
70	plb	0.0	0.016841103710751665
71	n_d	0.0	0.015509039010466222
72	anf	0.0625	0.004947668886774501
73	tiu	0.020833333333333332	0.182302568981922
74	olb	0.0	0.015128449096098954
75	isp	0.0	0.013225499524262607
76	rcf	0.0	0.17002854424357755
77	atf	0.020833333333333332	0.09019980970504282
78	sov	0.0	0.16936251189343482
79	tit	0.0	0.08639391056137012
80	did	0.020833333333333332	0.0020932445290199808
81	waa	0.020833333333333332	0.0013320647002854425
82	bi/	0.020833333333333332	0.00038058991436726926
83	ist	0.0	0.08420551855375832
84	siu	0.0	0.013701236917221693
85	nea	0.020833333333333332	0.1434823977164605
86	trb	0.0	0.03301617507136061
87	dee	0.020833333333333332	0.0014272121788772598
88	blb	0.08333333333333333	0.03082778306374881
89	bau	0.020833333333333332	0.004567078972407232
90	e_o	0.0	0.17107516650808754
91	enp	0.0	0.05090390104662226
92	hun	0.0	0.05290199809705043
93	n_b	0.22916666666666666	0.009609895337773549
94	pum	0.041666666666666664	0.004757373929590866
95	ina	0.020833333333333332	0.05014272121788772
96	iam	0.020833333333333332	0.03577545195052331
97	cev	0.020833333333333332	0.000285442435775452
98	opf	0.020833333333333332	0.0009514747859181732
