Importance	Ngram	Frequency in Race Columns	Frequency in Nonrace Columns
	-_a	0.0	0.0004761904761904762
	-_b	0.0	0.0004761904761904762
	-_c	0.0	0.0021904761904761906
	-_d	0.0	0.0009523809523809524
	-_e	0.0	0.00028571428571428574
	-_f	0.0	0.00019047619047619048
	-_g	0.0	0.0004761904761904762
	-_h	0.0	0.0006666666666666666
	-_i	0.0	0.0010476190476190477
	-_l	0.0	0.00028571428571428574
	-_m	0.0	0.0005714285714285715
	-_n	0.0	0.0005714285714285715
	-_o	0.0	0.00019047619047619048
	-_p	0.0	0.0004761904761904762
	-_r	0.0	0.0015238095238095239
	-_s	0.0	0.0005714285714285715
	-_t	0.0	0.0007619047619047619
	-_u	0.0	0.00019047619047619048
	-_v	0.0	0.00019047619047619048
	-_w	0.0	0.00019047619047619048
	-a-	0.0	0.00038095238095238096
	-a0	0.0	0.00019047619047619048
	-a1	0.0	0.00038095238095238096
	-a2	0.0	0.00038095238095238096
	-a4	0.0	0.00019047619047619048
	-a5	0.0	0.00019047619047619048
	-a6	0.0	0.00028571428571428574
	-a_	0.0	0.0013333333333333333
	-aa	0.0	0.00019047619047619048
	-ab	0.0	0.0006666666666666666
	-ac	0.0	0.0007619047619047619
	-ad	0.0	0.001142857142857143
	-ae	0.0	0.00019047619047619048
	-af	0.0	0.00028571428571428574
	-ag	0.0	0.00019047619047619048
	-al	0.0	0.0032380952380952383
	-am	0.0	0.0017142857142857142
	-an	0.0	0.0004761904761904762
	-ao	0.0	0.00038095238095238096
	-ap	0.0	0.0004761904761904762
	-ar	0.0	0.0009523809523809524
	-as	0.0	0.002285714285714286
	-at	0.0	0.00038095238095238096
	-az	0.0	0.00028571428571428574
	-b1	0.0	0.00038095238095238096
	-b2	0.0	0.0006666666666666666
	-b3	0.0	0.00019047619047619048
	-b4	0.0	0.00028571428571428574
	-b5	0.0	0.00028571428571428574
	-b_	0.0	0.0016190476190476191
	-ba	0.0	0.0009523809523809524
	-bc	0.0	0.00028571428571428574
	-bd	0.0	0.00028571428571428574
	-be	0.0	0.0016190476190476191
	-bf	0.0	0.00019047619047619048
	-bi	0.0	0.00019047619047619048
	-bl	0.0	0.00028571428571428574
	-bo	0.0	0.00038095238095238096
	-br	0.0	0.001142857142857143
	-bs	0.0	0.00019047619047619048
	-bu	0.0	0.00019047619047619048
	-c-	0.0	0.0005714285714285715
	-c1	0.0	0.0010476190476190477
	-c2	0.0	0.0010476190476190477
	-c3	0.0	0.0006666666666666666
	-c4	0.0	0.00038095238095238096
	-c5	0.0	0.00028571428571428574
	-c6	0.0	0.00038095238095238096
	-c8	0.0	0.00038095238095238096
	-c_	0.0	0.0010476190476190477
	-ca	0.0	0.001142857142857143
	-cb	0.0	0.00019047619047619048
	-cc	0.0	0.0004761904761904762
	-cd	0.0	0.002285714285714286
	-ce	0.0	0.003904761904761905
	-ch	0.0	0.0017142857142857142
	-ci	0.0	0.0005714285714285715
	-cl	0.0	0.001142857142857143
	-cm	0.0	0.001238095238095238
	-cn	0.0	0.00019047619047619048
	-co	0.0	0.006
	-cr	0.0	0.0006666666666666666
	-cs	0.0	0.001142857142857143
	-ct	0.0	0.0015238095238095239
	-cu	0.0	0.0017142857142857142
	-cy	0.0	0.00028571428571428574
	-d0	0.0	0.0005714285714285715
	-d1	0.0	0.0005714285714285715
	-d2	0.0	0.0006666666666666666
	-d3	0.0	0.0004761904761904762
	-d4	0.0	0.0006666666666666666
	-d5	0.0	0.00019047619047619048
	-d7	0.0	0.00019047619047619048
	-d_	0.0	0.00028571428571428574
	-da	0.0	0.0007619047619047619
	-dc	0.0	0.0004761904761904762
	-dd	0.0	0.0007619047619047619
	-de	0.0	0.017523809523809525
	-df	0.0	0.00019047619047619048
	-dh	0.0	0.0004761904761904762
	-di	0.0	0.0007619047619047619
	-dj	0.0	0.00019047619047619048
	-dk	0.0	0.00028571428571428574
	-dl	0.0	0.00019047619047619048
	-dm	0.0	0.001238095238095238
	-do	0.0	0.0013333333333333333
	-dp	0.0	0.00019047619047619048
	-dr	0.0	0.0005714285714285715
	-ds	0.0	0.00028571428571428574
	-dt	0.0	0.00038095238095238096
	-du	0.0	0.00028571428571428574
	-e1	0.0	0.00038095238095238096
	-e2	0.0	0.0007619047619047619
	-e3	0.0	0.00028571428571428574
	-e4	0.0	0.00038095238095238096
	-e5	0.0	0.00019047619047619048
	-eb	0.0	0.00028571428571428574
	-ec	0.0	0.00019047619047619048
	-eg	0.0	0.0004761904761904762
	-eh	0.0	0.00019047619047619048
	-ek	0.0	0.00019047619047619048
	-em	0.0	0.0005714285714285715
	-en	0.0	0.001238095238095238
	-ep	0.0	0.0009523809523809524
	-er	0.0	0.0005714285714285715
	-es	0.0	0.00019047619047619048
	-et	0.0	0.0004761904761904762
	-ev	0.0	0.00038095238095238096
	-ew	0.0	0.00019047619047619048
	-ex	0.0	0.001238095238095238
	-f-	0.0	0.00019047619047619048
	-f1	0.0	0.0004761904761904762
	-f2	0.0	0.00038095238095238096
	-f3	0.0	0.00019047619047619048
	-f4	0.0	0.00019047619047619048
	-fa	0.0	0.0005714285714285715
	-fe	0.0	0.00019047619047619048
	-fi	0.0	0.0006666666666666666
	-fk	0.0	0.00028571428571428574
	-fl	0.0	0.0008571428571428571
	-fo	0.0	0.0008571428571428571
	-fr	0.0	0.0009523809523809524
	-fs	0.0	0.00019047619047619048
	-fu	0.0	0.00038095238095238096
	-g1	0.0	0.0009523809523809524
	-g2	0.0	0.0009523809523809524
	-g3	0.0	0.0005714285714285715
	-g4	0.0	0.00028571428571428574
	-ga	0.0	0.0005714285714285715
	-gd	0.0	0.00019047619047619048
	-ge	0.0	0.00028571428571428574
	-gf	0.0	0.0008571428571428571
	-gl	0.0	0.00028571428571428574
	-gn	0.0	0.00019047619047619048
	-gp	0.0	0.00019047619047619048
	-gr	0.0	0.0010476190476190477
	-gu	0.0	0.00028571428571428574
	-h-	0.0	0.00028571428571428574
	-h1	0.0	0.001238095238095238
	-h2	0.0	0.0010476190476190477
	-h4	0.0	0.0006666666666666666
	-h5	0.0	0.00038095238095238096
	-h7	0.0	0.00028571428571428574
	-h8	0.0	0.00019047619047619048
	-h_	0.0	0.00019047619047619048
	-ha	0.0	0.0010476190476190477
	-hc	0.0	0.00019047619047619048
	-hd	0.0	0.00028571428571428574
	-he	0.0	0.0006666666666666666
	-hg	0.0	0.00019047619047619048
	-hi	0.0625	0.001238095238095238
	-hn	0.0	0.00019047619047619048
	-ho	0.0	0.0009523809523809524
	-hs	0.0	0.0006666666666666666
	-ht	0.0	0.0008571428571428571
	-hu	0.0	0.00038095238095238096
	-hy	0.0	0.00019047619047619048
	-i-	0.0	0.00019047619047619048
	-i1	0.0	0.00028571428571428574
	-i2	0.0	0.00019047619047619048
	-ic	0.0	0.00028571428571428574
	-id	0.0	0.00019047619047619048
	-ig	0.0	0.0004761904761904762
	-ii	0.0	0.0005714285714285715
	-im	0.0	0.0015238095238095239
	-in	0.0	0.005523809523809524
	-ip	0.0	0.0004761904761904762
	-ir	0.0	0.00028571428571428574
	-iv	0.0	0.0004761904761904762
	-jq	0.0	0.00019047619047619048
	-k5	0.0	0.00028571428571428574
	-kc	0.0	0.00019047619047619048
	-kd	0.0	0.0004761904761904762
	-ke	0.0	0.00028571428571428574
	-ki	0.0	0.00028571428571428574
	-kn	0.0	0.0004761904761904762
	-ko	0.0	0.0016190476190476191
	-kr	0.0	0.0007619047619047619
	-l)	0.0	0.00028571428571428574
	-l1	0.0	0.001142857142857143
	-l2	0.0	0.00028571428571428574
	-l_	0.0	0.0004761904761904762
	-la	0.0	0.0010476190476190477
	-ld	0.0	0.00019047619047619048
	-le	0.0	0.0009523809523809524
	-li	0.0	0.003142857142857143
	-lm	0.0	0.0006666666666666666
	-ln	0.0	0.00028571428571428574
	-lo	0.0	0.0007619047619047619
	-lp	0.0	0.00019047619047619048
	-ly	0.0	0.0016190476190476191
	-m-	0.0	0.00028571428571428574
	-m1	0.0	0.00038095238095238096
	-m2	0.0	0.00028571428571428574
	-m_	0.0	0.00019047619047619048
	-ma	0.0	0.0018095238095238095
	-mb	0.0	0.006666666666666667
	-mc	0.0	0.0005714285714285715
	-md	0.0	0.00019047619047619048
	-me	0.0	0.0017142857142857142
	-mg	0.0	0.00028571428571428574
	-mi	0.0	0.0009523809523809524
	-ml	0.0	0.00019047619047619048
	-mn	0.0	0.00019047619047619048
	-mo	0.0	0.0014285714285714286
	-mp	0.0	0.00019047619047619048
	-mr	0.0	0.00028571428571428574
	-ms	0.0	0.0004761904761904762
	-mt	0.0	0.00028571428571428574
	-mu	0.0	0.0007619047619047619
	-my	0.0	0.0005714285714285715
	-n-	0.0	0.001142857142857143
	-n2	0.0	0.00019047619047619048
	-n8	0.0	0.00019047619047619048
	-n_	0.0	0.00019047619047619048
	-na	0.0	0.0004761904761904762
	-nc	0.0	0.0025714285714285713
	-ne	0.0	0.002857142857142857
	-ni	0.0	0.00019047619047619048
	-nk	0.0	0.00038095238095238096
	-no	0.0	0.0007619047619047619
	-np	0.0	0.0004761904761904762
	-nu	0.0	0.0008571428571428571
	-o_	0.0	0.00028571428571428574
	-ob	0.0	0.00019047619047619048
	-oe	0.0	0.0004761904761904762
	-of	0.0	0.00019047619047619048
	-oi	0.0	0.00019047619047619048
	-ok	0.0	0.00019047619047619048
	-ol	0.0	0.00028571428571428574
	-on	0.0	0.0009523809523809524
	-op	0.0	0.00019047619047619048
	-or	0.0	0.0005714285714285715
	-os	0.0	0.00028571428571428574
	-ou	0.0	0.0005714285714285715
	-ov	0.0	0.0013333333333333333
	-ox	0.0	0.00028571428571428574
	-p-	0.0	0.00019047619047619048
	-p1	0.0	0.0004761904761904762
	-p2	0.0	0.00028571428571428574
	-p3	0.0	0.00038095238095238096
	-p4	0.0	0.00028571428571428574
	-p5	0.0	0.00038095238095238096
	-p_	0.0	0.00019047619047619048
	-pa	0.0	0.001142857142857143
	-pb	0.0	0.00028571428571428574
	-pc	0.0	0.0009523809523809524
	-pd	0.0	0.0006666666666666666
	-pe	0.0	0.0005714285714285715
	-ph	0.0	0.00038095238095238096
	-pl	0.0	0.001142857142857143
	-pn	0.0	0.00019047619047619048
	-po	0.0	0.0021904761904761906
	-pr	0.0	0.0018095238095238095
